"text","favorited","favoriteCount","replyToSN","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"STUDY: Screen time delaying children's development...  https://t.co/MbAm6YpfQW",FALSE,174,NA,FALSE,NA,"1090113954318184449",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",181,FALSE,FALSE,NA,NA
"Arrests hundreds of opponents... https://t.co/atURAjJKO1",FALSE,70,NA,FALSE,NA,"1090113951864520704",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",73,FALSE,FALSE,NA,NA
"Experimental radar aims to stop drones at Super Bowl... https://t.co/7N3sV6M9Xx",FALSE,66,NA,FALSE,NA,"1090113949167542277",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",41,FALSE,FALSE,NA,NA
"BOOK: Kellyanne Leaked While Aide Drafted Statement Denying Leaks... https://t.co/0S9NBmH0ci",FALSE,98,NA,FALSE,NA,"1090111416504279040",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",74,FALSE,FALSE,NA,NA
"SCHULTZ ROCKS 2020... https://t.co/YjQpN9NwIV",FALSE,140,NA,FALSE,NA,"1090108881819201536",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",68,FALSE,FALSE,NA,NA
"How He Could Actually Win... https://t.co/xXr4p0mV9f",FALSE,147,NA,FALSE,NA,"1090106346765053953",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",88,FALSE,FALSE,NA,NA
"Impeachment cries cloud Dem vow to leave Special Counsel alone... https://t.co/XvH2AUpf78",FALSE,87,NA,FALSE,NA,"1090063532702322688",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",47,FALSE,FALSE,NA,NA
"Mugged by macaques: Urban monkey gangs of Kuala Lumpur... https://t.co/AYu2gcpMLd",FALSE,58,NA,FALSE,NA,"1090061000437522433",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",29,FALSE,FALSE,NA,NA
"APPLE bug lets you listen in on people you call, even if haven't picked up! https://t.co/KFu6htWMFl",FALSE,233,NA,FALSE,NA,"1090058468105510912",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",337,FALSE,FALSE,NA,NA
"Tech giants face critical earnings week... https://t.co/FqwrXZu3C6",FALSE,33,NA,FALSE,NA,"1090058465836498945",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",25,FALSE,FALSE,NA,NA
"Border Patrol wives invite Pelosi to see why want wall... https://t.co/5FKHufOj9p",FALSE,1411,NA,FALSE,NA,"1090055933571420161",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",549,FALSE,FALSE,NA,NA
"Military Eyes Tiny Nuclear Reactors for Deployed Troops... https://t.co/aNjjO2fWI8",FALSE,99,NA,FALSE,NA,"1090053401889492992",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",65,FALSE,FALSE,NA,NA
"Heckled Within Seconds At First Public Event... https://t.co/spSz9VS5xg",FALSE,117,NA,FALSE,NA,"1090052132324048898",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",57,FALSE,FALSE,NA,NA
"Manafort Sentencing Delay... https://t.co/2keJsGxR5W",FALSE,51,NA,FALSE,NA,"1090048341981814785",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",34,FALSE,FALSE,NA,NA
"2 cyber criminal groups behind $1 Billion in crypto theft... https://t.co/cbs9SShT64",FALSE,58,NA,FALSE,NA,"1090039515064877056",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",53,FALSE,FALSE,NA,NA
"GOOGLE Plan To Sell Phone Location Data... https://t.co/MroJfozyfK",FALSE,94,NA,FALSE,NA,"1090036983089422336",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",122,FALSE,FALSE,NA,NA
"'5,000 troops to Colombia' written on Bolton notepad... https://t.co/OGBC7hwJub",FALSE,248,NA,FALSE,NA,"1090033191144939520",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",152,FALSE,FALSE,NA,NA
"REPORT: Footage Surfaces of Shirtless Bernie Singing With Soviets... https://t.co/sEX7Rk0z7G",FALSE,1823,NA,FALSE,NA,"1090020584749068289",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",1209,FALSE,FALSE,NA,NA
"Obama and McCain aides form 'elite PR team'... https://t.co/3xMSZQ5Rpj",FALSE,53,NA,FALSE,NA,"1090016790413897730",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",61,FALSE,FALSE,NA,NA
"Cohen to testify on Hill behind closed doors... https://t.co/qFcJzRt3z9",FALSE,29,NA,FALSE,NA,"1090016787205316608",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",22,FALSE,FALSE,NA,NA
"Kendall Jenner, social influencers forced to testify over Fyre Fest payments... https://t.co/pQu5lXAPZ6",FALSE,85,NA,FALSE,NA,"1090014255586234369",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",43,FALSE,FALSE,NA,NA
"ACTING ATTY GENERAL: MUELLER PROBE ALMOST COMPLETED... https://t.co/57mZYwyYfO",FALSE,218,NA,FALSE,NA,"1090011723694665728",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",123,FALSE,FALSE,NA,NA
"VIDEO: 65-year-old clings to hood of SUV for miles in high speed road rage incident... https://t.co/xxCcIuIlyW",FALSE,76,NA,FALSE,NA,"1090010456033394688",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",37,FALSE,FALSE,NA,NA
"FACEBOOK Disables Ad Monitoring Tools Used By Watchdogs... https://t.co/8CDKzqStXe",FALSE,38,NA,FALSE,NA,"1090010453051289605",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",38,FALSE,FALSE,NA,NA
"Blood pressure study offers first hope for staving off dementia... https://t.co/IOJ7kAEFmU",FALSE,70,NA,FALSE,NA,"1090004144478289920",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",46,FALSE,FALSE,NA,NA
"USA Unveils Charges Against HUAWEI Days Before China Talks Resume... https://t.co/dZAzdMhxA9",FALSE,76,NA,FALSE,NA,"1090004142045638656",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",51,FALSE,FALSE,NA,NA
"Israeli Scientists Think They Found Cancer Cure... https://t.co/lbZuya02Re",FALSE,1448,NA,FALSE,NA,"1089999092170682369",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",858,FALSE,FALSE,NA,NA
"Spy vs. Spy: Watchdog Group Turns Tables on Undercover Agent... https://t.co/Q1zDykixUA",FALSE,34,NA,FALSE,NA,"1089997824475852800",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",35,FALSE,FALSE,NA,NA
"Ocasio-Cortez Shares Skincare Routine on INSTAGRAM... https://t.co/YwZMvIdJAE",FALSE,65,NA,FALSE,NA,"1089996556311220224",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",34,FALSE,FALSE,NA,NA
"African Americans face greater risk of Alzheimer's... https://t.co/LnJj9om7l5",FALSE,21,NA,FALSE,NA,"1089988989476425728",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",32,FALSE,FALSE,NA,NA
"Flu outbreak shuts schools, spreads to 36 states... https://t.co/ZTsJPnKlUD",FALSE,53,NA,FALSE,NA,"1089987720053571584",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",65,FALSE,FALSE,NA,NA
"World's first vegan hotel suite... https://t.co/1dnzMT8LIL",FALSE,35,NA,FALSE,NA,"1089986448697126912",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",13,FALSE,FALSE,NA,NA
"Open to talking with special counsel... https://t.co/VinNzH2HHS",FALSE,35,NA,FALSE,NA,"1089983901869649920",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",13,FALSE,FALSE,NA,NA
"Lesbian Feminist: Trans Is 'Men's Rights Movement'... https://t.co/oaZVYq07rU",FALSE,96,NA,FALSE,NA,"1089981369411809280",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",66,FALSE,FALSE,NA,NA
"Kevlar-Covered Bulletproof Backpack to Hit Shelves... https://t.co/dXRaNPTLJg",FALSE,65,NA,FALSE,NA,"1089973330541568000",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",46,FALSE,FALSE,NA,NA
"Dems threaten STARBUCKS boycott... https://t.co/4AE13Jy7sy",FALSE,515,NA,FALSE,NA,"1089973328247369728",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",277,FALSE,FALSE,NA,NA
"BOEING Gets Obama Pep Talk After $10M Library Donation... https://t.co/hcjoR4L6YN",FALSE,121,NA,FALSE,NA,"1089965730034941952",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",124,FALSE,FALSE,NA,NA
"15% of CLEMSON football team tests positive for PEDs... https://t.co/VvCZ5rb06f",FALSE,297,NA,FALSE,NA,"1089961929341231104",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",202,FALSE,FALSE,NA,NA
"BUZZFEED Revolt: Site Publishes Attack Piece... https://t.co/lckO455y1S",FALSE,37,NA,FALSE,NA,"1089959396409364482",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",33,FALSE,FALSE,NA,NA
"Greek bishop sentenced for inciting violence against gays... https://t.co/oVj31UDqXm",FALSE,30,NA,FALSE,NA,"1089956861569159169",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",16,FALSE,FALSE,NA,NA
"BLOOMBERG: DON'T DO IT! https://t.co/lrJHwGh3tt",FALSE,55,NA,FALSE,NA,"1089944258771968000",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",28,FALSE,FALSE,NA,NA
"Presidential standoff may worsen misery... https://t.co/oYW3jvEWyt",FALSE,27,NA,FALSE,NA,"1089942988489318400",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",14,FALSE,FALSE,NA,NA
"US Nobelist knew about gene-edited babies... https://t.co/chdbhkBVfz",FALSE,52,NA,FALSE,NA,"1089939196297412608",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",57,FALSE,FALSE,NA,NA
"English's dominance as global language under threat from new tech... https://t.co/qfsqKajDKp",FALSE,29,NA,FALSE,NA,"1089930369732759552",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",16,FALSE,FALSE,NA,NA
"IRAN BANGS WAR DRUMS... https://t.co/rJXay39ZR9",FALSE,43,NA,FALSE,NA,"1089929101224304640",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",42,FALSE,FALSE,NA,NA
"'Doomsday prepper dream home' listed for sale in Nevada desert...  https://t.co/FMo2l8kLYM",FALSE,59,NA,FALSE,NA,"1089929098904780805",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",46,FALSE,FALSE,NA,NA
"Woman gets stuck in Manhattan elevator -- for entire weekend! https://t.co/GdASQnoPZS",FALSE,64,NA,FALSE,NA,"1089927831113482241",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",44,FALSE,FALSE,NA,NA
"Left to freeze.. https://t.co/Zrk405iwba",FALSE,22,NA,FALSE,NA,"1089927828827586564",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",14,FALSE,FALSE,NA,NA
"'Populist' film studio finds formula for Trump era... https://t.co/QNd3lux4qe",FALSE,20,NA,FALSE,NA,"1089926560902049792",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",12,FALSE,FALSE,NA,NA
"MICROSOFT's 'NewsGuard' Labels Proven Hoaxes 'Credible'... https://t.co/06ut4iR0QA",FALSE,42,NA,FALSE,NA,"1089926556808429574",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",34,FALSE,FALSE,NA,NA
"'RENT' Hits New Low for TV Musical Ratings... https://t.co/QJFk01X8oT",FALSE,70,NA,FALSE,NA,"1089925289373646848",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",26,FALSE,FALSE,NA,NA
"Cops: Pill thief thought he stole opioids, but actually took over-the-counter laxatives...  https://t.co/Y3yIDvgCKl",FALSE,177,NA,FALSE,NA,"1089920237187649537",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",58,FALSE,FALSE,NA,NA
"Thousands of vacancies for new immigration officers... https://t.co/jYIF0RYUAw",FALSE,73,NA,FALSE,NA,"1089920233752543232",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",59,FALSE,FALSE,NA,NA
"POLL:  Public sours on direction of country... https://t.co/vAY1jpSwnZ",FALSE,25,NA,FALSE,NA,"1089920230904610818",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",10,FALSE,FALSE,NA,NA
"Will cooperate with special counsel? https://t.co/LUuD177fGf",FALSE,10,NA,FALSE,NA,"1089918961796280322",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",7,FALSE,FALSE,NA,NA
"Sundance Dominated by Left-Wing Politics... https://t.co/sDJPufzxDX",FALSE,45,NA,FALSE,NA,"1089916430009528320",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",45,FALSE,FALSE,NA,NA
"CHICAGOLAND: People robbed of winter coats at gunpoint... https://t.co/jJ2XtrmOHX",FALSE,99,NA,FALSE,NA,"1089915142907736065",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",125,FALSE,FALSE,NA,NA
"SHOCK POLL:  NH prefers Ocasio-Cortez to Clinton... https://t.co/6Xh2pF1Bcl",FALSE,244,NA,FALSE,NA,"1089912610441506816",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",108,FALSE,FALSE,NA,NA
"HILLARY NOT RULING OUT 2020... https://t.co/LqhZ8UhXNv",FALSE,41,NA,FALSE,NA,"1089912607736180737",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",15,FALSE,FALSE,NA,NA
"Battle of the Billionaires... https://t.co/j5Jj1aPa8J",FALSE,28,NA,FALSE,NA,"1089912604594589696",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",18,FALSE,FALSE,NA,NA
"CORSI:  I'm going to do my best to tell the truth...",FALSE,46,NA,FALSE,NA,"1089910069699854336",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",16,FALSE,FALSE,NA,NA
"Blasts Coulter... https://t.co/VWuputJgkp",FALSE,158,NA,FALSE,NA,"1089907531579703296",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",68,FALSE,FALSE,NA,NA
"Hollywood physician prescribespot to 4-year-old... https://t.co/TyAoOh3FqW",FALSE,50,NA,FALSE,NA,"1089901219320029184",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",46,FALSE,FALSE,NA,NA
"'World's loneliest duck' dies on tiny island... https://t.co/5SP7n1KZCA",FALSE,120,NA,FALSE,NA,"1089899951163727872",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",48,FALSE,FALSE,NA,NA
"WIPE ISRAEL OFF MAP...",FALSE,4150,NA,FALSE,NA,"1089894893848166400",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",1271,FALSE,FALSE,NA,NA
"Earnings tsunami marks 'pivot point' for stock market... https://t.co/CcgdFz1D48",FALSE,31,NA,FALSE,NA,"1089893623200501760",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",18,FALSE,FALSE,NA,NA
"DEM PANIC... https://t.co/JxUfb4PdWT",FALSE,105,NA,FALSE,NA,"1089891922888380416",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",56,FALSE,FALSE,NA,NA
"Arquette thanks Mueller... https://t.co/J5cqcXGw4b",FALSE,41,NA,FALSE,NA,"1089890653629165568",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",25,FALSE,FALSE,NA,NA
"Chicago record for coldest temp ever could fall... https://t.co/IptfbvnFRC",FALSE,51,NA,FALSE,NA,"1089889386605436928",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",37,FALSE,FALSE,NA,NA
"Outrage after students told to speak only English... https://t.co/58cv1m76p6",FALSE,79,NA,FALSE,NA,"1089888118554017792",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",41,FALSE,FALSE,NA,NA
"TRUMP: SCHULTZ DOESN'T HAVE THE GUTS!",FALSE,112,NA,FALSE,NA,"1089888114556907520",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",21,FALSE,FALSE,NA,NA
"Witnesses Live Stream Brutal Assault Of 62-Year-Old Man Instead Of Calling Cops... https://t.co/ddgNsfp9LA",FALSE,49,NA,FALSE,NA,"1089888110693896197",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",55,FALSE,FALSE,NA,NA
"Pope fears 'bloodbath'...",FALSE,20,NA,FALSE,NA,"1089886843028422656",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",17,FALSE,FALSE,NA,NA
"Standoff may worsen misery... https://t.co/Wjnnmj80IV",FALSE,14,NA,FALSE,NA,"1089886840394399745",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",12,FALSE,FALSE,NA,NA
"Madrid taxis block major road in biggest anti-Uber protest yet... https://t.co/EKU8yQa5nT",FALSE,43,NA,FALSE,NA,"1089886836439232513",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",35,FALSE,FALSE,NA,NA
"Trump floats force? https://t.co/3lsDviGxaH",FALSE,25,NA,FALSE,NA,"1089885568324911104",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",7,FALSE,FALSE,NA,NA
"HIV Status of More Than 14,000 People Leaked in Data Breach... https://t.co/TtzlfbaY76",FALSE,20,NA,FALSE,NA,"1089885565665796096",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",20,FALSE,FALSE,NA,NA
"Desperation gripping nation... https://t.co/nD9uLHJEyA",FALSE,11,NA,FALSE,NA,"1089885563199442950",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",6,FALSE,FALSE,NA,NA
"Split Venezuela Fights for Military's Loyalty... https://t.co/6hwrZMLaRa",FALSE,23,NA,FALSE,NA,"1089884295315972097",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",28,FALSE,FALSE,NA,NA
"Huge tornado in Havana kills 3, injures 172... https://t.co/xF7BhYxy4o",FALSE,24,NA,FALSE,NA,"1089884292568604672",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",22,FALSE,FALSE,NA,NA
"Measles outbreak expands in northwest US... https://t.co/Q4w6r2qbKf",FALSE,29,NA,FALSE,NA,"1089884289401942016",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",47,FALSE,FALSE,NA,NA
"Proof of Biblical Exodus? https://t.co/MXWbJdmyJX",FALSE,94,NA,FALSE,NA,"1089883021455417346",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",46,FALSE,FALSE,NA,NA
"Polish PM says Hitler's Germany responsible for Holocaust, not Nazis... https://t.co/r9c8zlktJZ",FALSE,33,NA,FALSE,NA,"1089883018645319681",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",16,FALSE,FALSE,NA,NA
"Anti-Semitic killings 'highest' in decades... https://t.co/UhvbZ0eMp0",FALSE,25,NA,FALSE,NA,"1089883015516311554",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",29,FALSE,FALSE,NA,NA
"Iran publicly hangs man on homosexuality charges... https://t.co/58Ydny3Gj7",FALSE,131,NA,FALSE,NA,"1089881748295434240",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",180,FALSE,FALSE,NA,NA
"Experts fear 'deepfake' videos could tip elections, spark violence... https://t.co/lsx6OXlS8a",FALSE,31,NA,FALSE,NA,"1089881745950793730",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",18,FALSE,FALSE,NA,NA
"Internet addiction spawns treatment programs... https://t.co/TEf6uRu6ea",FALSE,16,NA,FALSE,NA,"1089881743643922432",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",10,FALSE,FALSE,NA,NA
"Finland, world's happiest country, gets reality check on job creation... https://t.co/p1dGD4MUBB",FALSE,23,NA,FALSE,NA,"1089880476506935296",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",14,FALSE,FALSE,NA,NA
"Universal Basic Income: Italy Starts Handing Out Free Money... https://t.co/PGvZVEY7gR",FALSE,16,NA,FALSE,NA,"1089880474158170112",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",22,FALSE,FALSE,NA,NA
"MAG:  Warren proposing asset forfeiture... https://t.co/6QnZ0r9SmJ",FALSE,72,NA,FALSE,NA,"1089880471616446466",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",73,FALSE,FALSE,NA,NA
"PAPER: Harris front-runner, but is that a good thing? https://t.co/q8lSbrJxJc",FALSE,62,NA,FALSE,NA,"1089879204638777344",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",33,FALSE,FALSE,NA,NA
"WILLIE BROWN: Sure, I dated Kamala. So what? https://t.co/m0klWGbYxd",FALSE,103,NA,FALSE,NA,"1089879202197790721",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",64,FALSE,FALSE,NA,NA
"Half Of Doctors Considering Leaving Medicine... https://t.co/dAw7sk3O7V",FALSE,43,NA,FALSE,NA,"1089879199882534912",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",47,FALSE,FALSE,NA,NA
"Airport patrol beagle sniffs out 5,000 leeches in luggage... https://t.co/S8vNxe9Pqi",FALSE,39,NA,FALSE,NA,"1089877932267302914",NA,"<a href=""http://drudge.tw"" rel=""nofollow"">Drudge</a>","DRUDGE_REPORT",36,FALSE,FALSE,NA,NA
